,Scheme Code,Scheme Name,Net Asset Value,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Date,Repurchase Price,Sale Price
3188,110037,BIRLA SUN LIFE EQUITY LINKED FMP - SERIES C RETAIL DIVIDEND,10.4629,,,21-Jan-2009,10.2536,10.6198
3189,110038,BIRLA SUN LIFE EQUITY LINKED FMP - SERIES C RETAIL GROWTH,10.4629,,,21-Jan-2009,10.2536,10.6198
3190,110041,BIRLA SUN LIFE EQUITY LINKED FMP - SERIES D RETAIL DIVIDEND,10.5974,,,21-Jan-2009,10.3855,10.8358
3191,110042,BIRLA SUN LIFE EQUITY LINKED FMP - SERIES D RETAIL GROWTH,10.5974,,,21-Jan-2009,10.3855,10.8358
3192,105861,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - DIVIDEND,11.6103,,,21-Jan-2009,11.1459,0.0
3193,105860,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - GROWTH,11.6103,,,21-Jan-2009,11.1459,0.0
3194,105862,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - RETAIL DIVIDEND,11.5321,,,21-Jan-2009,11.0708,0.0
3195,105863,BIRLA SUN LIFE FIXED TERM PLAN  - 24 MONTHS - RETAIL GROWTH,11.5321,,,21-Jan-2009,11.0708,0.0
3196,110251,Birla Sun Life  Fixed Term Plan - Half Yearly Series 5 - Growth,10.2389,,,21-Jan-2009,10.1877,10.2389
3197,110250,Birla Sun Life Fixed Term Plan - Half Yearly Series 5 - Dividend,10.2389,,,21-Jan-2009,10.1877,10.2389
3198,106985,Birla Sun Life Fixed Term Plan - Series AD - INSTITUTIONAL DIVIDEND,10.9713,,,21-Jan-2009,10.5324,0.0
3199,106986,Birla Sun Life Fixed Term Plan - Series AD - RETAIL DIVIDEND,10.9414,,,21-Jan-2009,10.5037,0.0
3200,106984,Birla Sun Life Fixed Term Plan - Series AD - RETAIL GROWTH,10.9414,,,21-Jan-2009,10.5037,0.0
3201,106983,Birla Sun Life Fixed Term Plan - Series AD- INSTITUTIONAL GROWTH,10.9713,,,21-Jan-2009,10.5324,0.0
3202,107100,Birla Sun Life Fixed Term Plan - Series AE - INSTITUTIONAL DIVIDEND,10.9507,,,21-Jan-2009,10.5127,0.0
3203,107101,Birla Sun Life Fixed Term Plan - Series AE - RETAIL DIVIDEND,10.9034,,,21-Jan-2009,10.4673,0.0
3204,107102,Birla Sun Life Fixed Term Plan - Series AE - RETAIL GROWTH,10.9034,,,21-Jan-2009,10.4673,0.0
3205,107103,Birla Sun Life Fixed Term Plan - Series AE- INSTITUTIONAL GROWTH,10.9507,,,21-Jan-2009,10.5127,0.0
3206,109637,Birla Sun Life Fixed Term Plan - Series AF INSTITUTIONAL DIVIDEND,10.6355,,,21-Jan-2009,10.3164,0.0
3207,109638,Birla Sun Life Fixed Term Plan - Series AF INSTITUTIONAL GROWTH,10.6355,,,21-Jan-2009,10.3164,0.0
3208,109635,Birla Sun Life Fixed Term Plan - Series AF RETAIL DIVIDEND,10.6355,,,21-Jan-2009,10.3164,0.0
3209,109636,Birla Sun Life Fixed Term Plan - Series AF RETAIL GROWTH,10.6355,,,21-Jan-2009,10.3164,0.0
3210,107284,Birla Sun Life Fixed Term Plan - Series AH - INSTITUTIONAL DIVIDEND,10.8965,,,21-Jan-2009,10.6786,0.0
3211,107286,Birla Sun Life Fixed Term Plan - Series AH - INSTITUTIONAL GROWTH,10.8965,,,21-Jan-2009,10.6786,0.0
3212,107283,Birla Sun Life Fixed Term Plan - Series AH - RETAIL DIVIDEND,10.8559,,,21-Jan-2009,10.6388,0.0
3213,107285,Birla Sun Life Fixed Term Plan - Series AH - RETAIL GROWTH,10.8559,,,21-Jan-2009,10.6388,0.0
3214,107508,Birla Sun Life Fixed Term Plan - Series AJ - Institutional Dividend,10.0,,,21-Jan-2009,9.8,0.0
3215,107507,Birla Sun Life Fixed Term Plan - Series AJ - Institutional Growth,10.9417,,,21-Jan-2009,10.7229,0.0
3216,107506,Birla Sun Life Fixed Term Plan - Series AJ - Retail Growth,10.9066,,,21-Jan-2009,10.6885,0.0
3217,107595,Birla Sun Life Fixed Term Plan - Series AK INSTITUTIONAL DIVIDEND,10.8199,,,21-Jan-2009,10.6035,0.0
3218,107598,Birla Sun Life Fixed Term Plan - Series AK INSTITUTIONAL GROWTH,10.8199,,,21-Jan-2009,10.6035,0.0
3219,107596,Birla Sun Life Fixed Term Plan - Series AK RETAIL DIVIDEND,10.7943,,,21-Jan-2009,10.5784,0.0
3220,107597,Birla Sun Life Fixed Term Plan - Series AK RETAIL GROWTH,10.7943,,,21-Jan-2009,10.5784,0.0
3221,107687,Birla Sun Life Fixed Term Plan - Series AL  INSTITUTIONAL DIVIDEND,10.8313,,,21-Jan-2009,10.6147,0.0
3222,107688,Birla Sun Life Fixed Term Plan - Series AL  INSTITUTIONAL GROWTH,10.8313,,,21-Jan-2009,10.6147,0.0
3223,107690,Birla Sun Life Fixed Term Plan - Series AL  RETAIL DIVIDEND,10.7897,,,21-Jan-2009,10.5739,0.0
3224,107689,Birla Sun Life Fixed Term Plan - Series AL  RETAIL GROWTH,10.7897,,,21-Jan-2009,10.5739,0.0
3225,107879,Birla Sun Life Fixed Term Plan - Series AM  INSTITUTIONAL DIVIDEND,10.7897,,,21-Jan-2009,10.5739,0.0
3226,107880,Birla Sun Life Fixed Term Plan - Series AM  INSTITUTIONAL GROWTH,10.7897,,,21-Jan-2009,10.5739,0.0
3227,107878,Birla Sun Life Fixed Term Plan - Series AM  RETAIL DIVIDEND,10.7572,,,21-Jan-2009,10.5421,0.0
3228,107881,Birla Sun Life Fixed Term Plan - Series AM  RETAIL GROWTH,10.7572,,,21-Jan-2009,10.5421,0.0
3229,107882,Birla Sun Life Fixed Term Plan - Series AN  INSTITUTIONAL GROWTH,10.8052,,,21-Jan-2009,10.5891,0.0
3230,107885,Birla Sun Life Fixed Term Plan - Series AN  RETAIL DIVIDEND,10.7799,,,21-Jan-2009,10.5643,0.0
3231,107883,Birla Sun Life Fixed Term Plan - Series AN  RETAIL GROWTH,10.7799,,,21-Jan-2009,10.5643,0.0
3232,108055,Birla Sun Life Fixed Term Plan - Series AO INSTITUTIONAL GROWTH,10.1189,,,21-Jan-2009,9.9165,0.0
3233,108054,Birla Sun Life Fixed Term Plan - Series AO RETAIL DIVIDEND,10.0,,,21-Jan-2009,9.8,0.0
3234,108052,Birla Sun Life Fixed Term Plan - Series AO RETAIL GROWTH,10.1189,,,21-Jan-2009,9.9165,0.0
3235,108051,Birla Sun Life Fixed Term Plan - Series AP INSTITUTIONAL GROWTH,10.8683,,,21-Jan-2009,10.6509,0.0
3236,108048,Birla Sun Life Fixed Term Plan - Series AP RETAIL DIVIDEND,10.8437,,,21-Jan-2009,10.6268,0.0
3237,108049,Birla Sun Life Fixed Term Plan - Series AP RETAIL GROWTH,10.8437,,,21-Jan-2009,10.6268,0.0
3238,108059,Birla Sun Life Fixed Term Plan - Series AQ INSTITUTIONAL GROWTH,10.7277,,,21-Jan-2009,10.5131,0.0
3239,108056,Birla Sun Life Fixed Term Plan - Series AQ RETAIL DIVIDEND,10.7277,,,21-Jan-2009,10.5131,0.0
3240,108057,Birla Sun Life Fixed Term Plan - Series AQ RETAIL GROWTH,10.7277,,,21-Jan-2009,10.5131,0.0
3241,108092,Birla Sun Life Fixed Term Plan - Series AR INSTITUTIONAL GROWTH,10.7657,,,21-Jan-2009,10.5504,0.0
3242,108093,Birla Sun Life Fixed Term Plan - Series AR RETAIL DIVIDEND,10.7362,,,21-Jan-2009,10.5215,0.0
3243,108090,Birla Sun Life Fixed Term Plan - Series AR RETAIL GROWTH,10.7362,,,21-Jan-2009,10.5215,0.0
3244,108288,Birla Sun Life Fixed Term Plan - Series AS INSTITUTIONAL DIVIDEND,10.6307,,,21-Jan-2009,10.4181,0.0
3245,108289,Birla Sun Life Fixed Term Plan - Series AS INSTITUTIONAL GROWTH,10.6307,,,21-Jan-2009,10.4181,0.0
3246,108287,Birla Sun Life Fixed Term Plan - Series AS RETAIL DIVIDEND,10.6108,,,21-Jan-2009,10.3986,0.0
3247,108290,Birla Sun Life Fixed Term Plan - Series AS RETAIL GROWTH,10.6108,,,21-Jan-2009,10.3986,0.0
3248,108291,Birla Sun Life Fixed Term Plan - Series AT INSTITUTIONAL DIVIDEND,10.6878,,,21-Jan-2009,10.474,0.0
3249,108292,Birla Sun Life Fixed Term Plan - Series AT INSTITUTIONAL GROWTH,10.6878,,,21-Jan-2009,10.474,0.0
3250,108293,Birla Sun Life Fixed Term Plan - Series AT RETAIL DIVIDEND,10.6678,,,21-Jan-2009,10.4544,10.6678
3251,108294,Birla Sun Life Fixed Term Plan - Series AT RETAIL GROWTH,10.6678,,,21-Jan-2009,10.4544,10.6678
3252,108365,Birla Sun Life Fixed Term Plan - Series AU INSTITUTIONAL DIVIDEND,10.5732,,,21-Jan-2009,10.3617,10.5732
3253,108366,Birla Sun Life Fixed Term Plan - Series AU INSTITUTIONAL GROWTH,10.5732,,,21-Jan-2009,10.3617,10.5732
3254,108367,Birla Sun Life Fixed Term Plan - Series AU RETAIL DIVIDEND,10.5551,,,21-Jan-2009,10.344,10.5551
3255,108364,Birla Sun Life Fixed Term Plan - Series AU RETAIL GROWTH,10.5551,,,21-Jan-2009,10.344,10.5551
3256,108452,Birla Sun Life Fixed Term Plan - Series AV INSTITUTIONAL DIVIDEND,10.5789,,,21-Jan-2009,10.3673,10.5789
3257,108451,Birla Sun Life Fixed Term Plan - Series AV INSTITUTIONAL GROWTH,10.5789,,,21-Jan-2009,10.3673,0.0
3258,108449,Birla Sun Life Fixed Term Plan - Series AV RETAIL DIVIDEND,10.5626,,,21-Jan-2009,10.3513,0.0
3259,108450,Birla Sun Life Fixed Term Plan - Series AV RETAIL GROWTH,10.5626,,,21-Jan-2009,10.3513,0.0
3260,109381,Birla Sun Life Fixed Term Plan - Series AZ INSTITUTIONAL DIVIDEND,10.5388,,,21-Jan-2009,10.328,0.0
3261,109382,Birla Sun Life Fixed Term Plan - Series AZ INSTITUTIONAL GROWTH,10.5388,,,21-Jan-2009,10.328,0.0
3262,109383,Birla Sun Life Fixed Term Plan - Series AZ RETAIL DIVIDEND,10.5171,,,21-Jan-2009,10.3068,0.0
3263,109384,Birla Sun Life Fixed Term Plan - Series AZ RETAIL GROWTH,10.5171,,,21-Jan-2009,10.3068,0.0
3264,109560,Birla Sun Life Fixed Term Plan - Series BA INSTITUTIONAL DIVIDEND,10.4473,,,21-Jan-2009,10.2384,0.0
3265,109561,Birla Sun Life Fixed Term Plan - Series BA INSTITUTIONAL GROWTH,10.4473,,,21-Jan-2009,10.2384,0.0
3266,109558,Birla Sun Life Fixed Term Plan - Series BA RETAIL DIVIDEND,10.4308,,,21-Jan-2009,10.2222,0.0
3267,109559,Birla Sun Life Fixed Term Plan - Series BA RETAIL GROWTH,10.4308,,,21-Jan-2009,10.2222,0.0
3268,109974,Birla Sun Life Fixed Term Plan - Series BB - Institutional Dividend,10.4421,,,21-Jan-2009,10.2333,0.0
3269,109973,Birla Sun Life Fixed Term Plan - Series BB - Institutional Growth,10.4421,,,21-Jan-2009,10.2333,0.0
3270,109972,Birla Sun Life Fixed Term Plan - Series BB - Retail Dividend,10.4317,,,21-Jan-2009,10.2231,0.0
3271,109971,Birla Sun Life Fixed Term Plan - Series BB - Retail Growth,10.4317,,,21-Jan-2009,10.2231,0.0
3272,110404,Birla Sun Life Fixed Term Plan - Series BG INSTITUTIONAL DIVIDEND,10.2687,,,21-Jan-2009,10.0633,10.2687
3273,110406,Birla Sun Life Fixed Term Plan - Series BG INSTITUTIONAL GROWTH,10.2687,,,21-Jan-2009,10.0633,10.2687
3274,110405,Birla Sun Life Fixed Term Plan - Series BG RETAIL DIVIDEND,10.2638,,,21-Jan-2009,10.0585,10.2638
3275,110403,Birla Sun Life Fixed Term Plan - Series BG RETAIL GROWTH,10.2638,,,21-Jan-2009,10.0585,10.2638
3276,110553,Birla Sun Life Fixed Term Plan - Series BH INSTITUTIONAL DIVIDEND,10.261,,,21-Jan-2009,10.0558,10.261
3277,110552,Birla Sun Life Fixed Term Plan - Series BH INSTITUTIONAL GROWTH,10.261,,,21-Jan-2009,10.0558,10.261
3278,110554,Birla Sun Life Fixed Term Plan - Series BH RETAIL DIVIDEND,10.2469,,,21-Jan-2009,10.042,10.2469
3279,110551,Birla Sun Life Fixed Term Plan - Series BH RETAIL GROWTH,10.2469,,,21-Jan-2009,10.042,10.2469
3280,110652,Birla Sun Life Fixed Term Plan - Series BI INSTITUTIONAL DIVIDEND,10.2278,,,21-Jan-2009,10.0232,10.2278
3281,110655,Birla Sun Life Fixed Term Plan - Series BI INSTITUTIONAL GROWTH,10.2278,,,21-Jan-2009,10.0232,10.2278
3282,110654,Birla Sun Life Fixed Term Plan - Series BI RETAIL DIVIDEND,10.216,,,21-Jan-2009,10.0117,10.216
3283,110653,Birla Sun Life Fixed Term Plan - Series BI RETAIL GROWTH,10.216,,,21-Jan-2009,10.0117,10.216
3284,111365,Birla Sun Life Fixed Term Plan - Series BJ INSTITUTIONAL GROWTH,10.1496,,,21-Jan-2009,9.9466,10.1496
3285,111366,Birla Sun Life Fixed Term Plan - Series BJ RETAIL DIVIDEND,10.1406,,,21-Jan-2009,9.9378,10.1406
3286,111367,Birla Sun Life Fixed Term Plan - Series BJ RETAIL GROWTH,10.1406,,,21-Jan-2009,9.9378,10.1406
3287,110031,Birla Sun Life Fixed Term Plan - Series BC INSTITUTIONAL DIVIDEND,10.2041,,,21-Jan-2009,10.0,10.2041
3288,110032,Birla Sun Life Fixed Term Plan - Series BC INSTITUTIONAL GROWTH,10.4163,,,21-Jan-2009,10.208,10.4163
3289,110029,Birla Sun Life Fixed Term Plan - Series BC RETAIL DIVIDEND,10.199,,,21-Jan-2009,9.995,10.199
3290,110030,Birla Sun Life Fixed Term Plan - Series BC RETAIL GROWTH,10.4062,,,21-Jan-2009,10.1981,10.4062
3291,110027,Birla Sun Life Fixed Term Plan - Series BD INSTITUTIONAL GROWTH,10.4647,,,21-Jan-2009,10.2554,0.0
3292,110026,Birla Sun Life Fixed Term Plan - Series BD RETAIL DIVIDEND,10.4647,,,21-Jan-2009,10.2554,0.0
3293,110025,Birla Sun Life Fixed Term Plan - Series BD RETAIL GROWTH,10.4647,,,21-Jan-2009,10.2554,0.0
3294,110034,Birla Sun Life Fixed Term Plan - Series BE INSTITUTIONAL DIVIDEND,10.0,,,21-Jan-2009,9.8,10.0
3295,110035,Birla Sun Life Fixed Term Plan - Series BE INSTITUTIONAL GROWTH,10.5572,,,21-Jan-2009,10.3461,10.5572
3296,110033,Birla Sun Life Fixed Term Plan - Series BE RETAIL DIVIDEND,10.5572,,,21-Jan-2009,10.3461,10.5572
3297,110036,Birla Sun Life Fixed Term Plan - Series BE RETAIL GROWTH,10.5572,,,21-Jan-2009,10.3461,10.5572
3298,110176,Birla Sun Life Fixed Term Plan - Series BF INSTITUTIONAL GROWTH,10.6294,,,21-Jan-2009,10.4168,10.6294
3299,110173,Birla Sun Life Fixed Term Plan - Series BF RETAIL DIVIDEND,10.6294,,,21-Jan-2009,10.4168,10.6294
3300,110174,Birla Sun Life Fixed Term Plan - Series BF RETAIL GROWTH,10.6294,,,21-Jan-2009,10.4168,10.6294
3301,107203,Birla Sun Life Interval Income Fund - Monthly Plan - Series II - INSTITUTIONAL DIVIDEND,10.0188,,,21-Jan-2009,9.9687,10.0188
3302,107204,Birla Sun Life Interval Income Fund - Monthly Plan - Series II - INSTITUTIONAL GROWTH,11.0775,,,21-Jan-2009,11.0221,11.0775
3303,107208,Birla Sun Life Interval Income Fund - Monthly Plan - Series II - RETAIL DIVIDEND,10.0188,,,21-Jan-2009,9.9687,10.0188
3304,107205,Birla Sun Life Interval Income Fund - Monthly Plan - Series II - RETAIL GROWTH,11.0775,,,21-Jan-2009,11.0221,11.0775
3305,106991,Birla Sun life Interval Income Fund - MONTHLY Plan Series I INSTITUTIONAL DIVIDEND,10.0161,,,21-Jan-2009,9.9961,10.0161
3306,106992,Birla Sun life Interval Income Fund - MONTHLY Plan Series I INSTITUTIONAL GROWTH,11.1634,,,21-Jan-2009,11.1411,11.1634
3307,106993,Birla Sun life Interval Income Fund - MONTHLY Plan Series I RETAIL DIVIDEND,10.0161,,,21-Jan-2009,9.9961,10.0161
3308,106994,Birla Sun life Interval Income Fund - MONTHLY Plan Series I RETAIL GROWTH,11.1634,,,21-Jan-2009,11.1411,11.1634
3309,106989,Birla Sun life Interval Income Fund - Quarterly Plan Series II INSTITUTIONAL DIVIDEND,10.1978,,,21-Jan-2009,10.1468,10.1978
3310,106987,Birla Sun life Interval Income Fund - Quarterly Plan Series II INSTITUTIONAL GROWTH,11.1841,,,21-Jan-2009,11.1282,11.1841
3311,106988,Birla Sun life Interval Income Fund - Quarterly Plan Series II RETAIL DIVIDEND,10.1978,,,21-Jan-2009,10.1468,10.1978
3312,106990,Birla Sun life Interval Income Fund - Quarterly Plan Series II RETAIL GROWTH,11.1784,,,21-Jan-2009,11.1225,11.1784
3313,106995,Birla Sun life Interval Income Fund - QUARTERLY Plan Series III INSTITUTIONAL DIVIDEND,10.166,,,21-Jan-2009,10.1152,10.166
3314,106996,Birla Sun life Interval Income Fund - QUARTERLY Plan Series III INSTITUTIONAL GROWTH,11.1745,,,21-Jan-2009,11.1186,11.1745
3315,106998,Birla Sun life Interval Income Fund - QUARTERLY Plan Series III RETAIL DIVIDEND,10.166,,,21-Jan-2009,10.1152,10.166
3316,106997,Birla Sun life Interval Income Fund - QUARTERLY Plan Series III RETAIL GROWTH,11.1716,,,21-Jan-2009,11.1157,11.1716
3317,106412,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,11.3769,INF209K01HN5,,21-Jan-2009,11.2631,11.3769
3318,106413,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW,10.1466,INF209K01HR6,INF209K01HS4,21-Jan-2009,10.0451,10.1466
3319,106411,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW,10.1466,INF209K01HO3,INF209K01HP0,21-Jan-2009,10.0451,10.1466
3320,106414,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I- Institutional Growth,10.0,INF209K01HQ8,,21-Jan-2009,10.0,9.95
3321,107175,Birla Sun Life Quarterly Interval Fund - Series 1 DIVIDEND,10.1171,,,21-Jan-2009,10.0159,10.1171
3322,107176,Birla Sun Life Quarterly Interval Fund - Series 1 GROWTH,11.139,,,21-Jan-2009,11.0276,11.139
3323,107105,Birla Sun Life Quarterly Interval Fund - Series 2 DIVIDEND,10.1747,,,21-Jan-2009,10.073,10.1747
3324,107104,Birla Sun Life Quarterly Interval Fund - Series 2 GROWTH,11.2058,,,21-Jan-2009,11.0937,11.2058
3325,107308,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 DIVIDEND,10.0916,INF209K01HL9,INF209K01HM7,21-Jan-2009,10.0411,10.0916
3326,107307,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 GROWTH,11.1689,INF209K01HK1,,21-Jan-2009,11.1131,11.1689
3327,107384,Birla Sun Life Quarterly Interval Fund - Series 5 DIVIDEND,10.0636,,,21-Jan-2009,10.0133,10.0636
3328,107383,Birla Sun Life Quarterly Interval Fund - Series 5 GROWTH,11.113,,,21-Jan-2009,11.0574,11.113
3329,107429,Birla Sun Life Quarterly Interval Fund - Series 6 DIVIDEND,10.0037,,,21-Jan-2009,9.9537,10.0037
3330,107430,Birla Sun Life Quarterly Interval Fund - Series 6 GROWTH,11.0314,,,21-Jan-2009,10.9762,11.0314
3331,107499,Birla Sun Life Quarterly Interval Fund - Series 7 DIVIDEND,10.2642,,,21-Jan-2009,10.2129,10.2642
3332,107500,Birla Sun Life Quarterly Interval Fund - Series 7 GROWTH,11.0096,,,21-Jan-2009,10.9546,11.0096
3333,107553,Birla Sun Life Quarterly Interval Fund - Series 8 - DIVIDEND,10.2052,,,21-Jan-2009,10.1542,10.2052
3334,107552,Birla Sun Life Quarterly Interval Fund - Series 8 - GROWTH,10.9529,,,21-Jan-2009,10.8981,10.9529
3335,107876,Birla Sun Life Quarterly Interval Fund - Series 9 DIVIDEND,10.1104,,,21-Jan-2009,10.0093,10.1104
